Const,Your Rating,Date Rated,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
tt0099938,6,2007-03-04,Kindergarten Cop,https://www.imdb.com/title/tt0099938/,movie,6.1,111,1990,"Comedy, Crime",118949,1990-12-21,Ivan Reitman
